Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2002-08-08 00:00:00-04:00,3.3820202350616455,3.3820202350616455,3.368045556154098,3.3820202350616455,36900,0.0,0.0
2002-08-09 00:00:00-04:00,3.3959963321685787,3.3959963321685787,3.3959963321685787,3.395996332168579,10200,0.0,0.0
2002-08-12 00:00:00-04:00,3.3959963321685787,3.3959963321685787,3.3820204528520996,3.395996332168579,73200,0.0,0.0
2002-08-13 00:00:00-04:00,3.4099714756011963,3.4099714756011963,3.3820201195591384,3.4099714756011963,11700,0.0,0.0
2002-08-14 00:00:00-04:00,3.395995997498316,3.4099714756011963,3.395995997498316,3.4099714756011963,11100,0.0,0.0
2002-08-15 00:00:00-04:00,3.3959961134781262,3.3959961134781262,3.3820202350616455,3.3820202350616455,2100,0.0,0.0
2002-08-16 00:00:00-04:00,3.354070293564488,3.3959963321685787,3.354070293564488,3.395996332168579,25800,0.0,0.0
2002-08-19 00:00:00-04:00,3.395995890870384,3.395995890870384,3.2562425136566167,3.256242513656616,26100,0.0,0.0
2002-08-20 00:00:00-04:00,3.2422683238983154,3.2422683238983154,3.2422683238983154,3.2422683238983154,300,0.0,0.0
2002-08-21 00:00:00-04:00,3.3261193470606005,3.3540697013311425,3.284193515777588,3.284193515777588,49200,0.0,0.0
2002-08-22 00:00:00-04:00,3.2841945975798326,3.2841945975798326,3.0745651721954346,3.0745651721954346,106500,0.0,0.0
2002-08-23 00:00:00-04:00,3.0745646237322046,3.1025149822235107,3.0745646237322046,3.1025149822235107,11100,0.0,0.0
2002-08-26 00:00:00-04:00,3.0745648400536685,3.0745648400536685,3.03263899948963,3.0382285118103027,35700,0.0,0.0
2002-08-27 00:00:00-04:00,3.032638834550678,3.0745646728344567,2.9376063346862793,2.9376063346862793,71700,0.0,0.0
2002-08-28 00:00:00-04:00,2.934811280502379,2.934811280502379,2.7950580958256803,2.8230092525482178,74100,0.0,0.0
2002-08-29 00:00:00-04:00,2.8509597778320312,2.8509597778320312,2.8230094191327675,2.8509597778320312,25500,0.0,0.0
2002-08-30 00:00:00-04:00,2.878909189256133,2.878909189256133,2.795057535171509,2.795057535171509,12600,0.0,0.0
2002-09-03 00:00:00-04:00,2.7810826845266856,2.7950573595751744,2.5994035123361168,2.7671070098876953,24000,0.0,0.0
2002-09-04 00:00:00-04:00,2.613379534683258,2.655305364669827,2.487601844805423,2.5994038581848145,267300,0.0,0.0
2002-09-05 00:00:00-04:00,2.5994038581848145,2.5994038581848145,2.5994038581848145,2.5994038581848145,9300,0.0,0.0
2002-09-06 00:00:00-04:00,2.5994046649953693,2.7112069129943843,2.5994046649953693,2.7112069129943848,91200,0.0,0.0
2002-09-09 00:00:00-04:00,2.72518195958747,2.767107795905184,2.7112064808967413,2.7391574382781982,78000,0.0,0.0
2002-09-10 00:00:00-04:00,2.7671070098876953,2.7810826845266856,2.744746370285131,2.7671070098876953,108600,0.0,0.0
2002-09-11 00:00:00-04:00,2.7950579163550366,2.8090333938598637,2.7671075610998033,2.8090333938598633,7200,0.0,0.0
2002-09-12 00:00:00-04:00,2.823008508935055,2.823008508935055,2.7671070098876953,2.7671070098876953,12000,0.0,0.0
2002-09-13 00:00:00-04:00,2.767107626738253,2.778287649154663,2.767107626738253,2.778287649154663,8400,0.0,0.0
2002-09-16 00:00:00-04:00,2.7782872043545837,2.795057535171509,2.7531317081291964,2.795057535171509,30900,0.0,0.0
2002-09-17 00:00:00-04:00,2.7251811854793258,2.7671070098876953,2.7251811854793258,2.7671070098876953,14400,0.0,0.0
2002-09-18 00:00:00-04:00,2.7587227821350098,2.7587227821350098,2.7587227821350098,2.7587227821350098,4500,0.0,0.0
2002-09-19 00:00:00-04:00,2.7391574382781982,2.7391574382781982,2.7391574382781982,2.7391574382781982,18600,0.0,0.0
2002-09-20 00:00:00-04:00,2.697230881586109,2.697230881586109,2.6273539066314697,2.6273539066314697,8100,0.0,0.0
2002-09-23 00:00:00-04:00,2.7251823939124504,2.7251823939124504,2.7112069129943843,2.7112069129943848,3600,0.0,0.0
2002-09-24 00:00:00-04:00,2.6273539066314697,2.6273539066314697,2.6273539066314697,2.6273539066314697,6000,0.0,0.0
2002-09-25 00:00:00-04:00,2.683255910873413,2.711206266287955,2.6553055554588716,2.683255910873413,21000,0.0,0.0
2002-09-26 00:00:00-04:00,2.7112069129943843,2.7112069129943843,2.7112069129943843,2.7112069129943848,3000,0.0,0.0
2002-09-27 00:00:00-04:00,2.683256421135854,2.683256421135854,2.599404539273939,2.652510404586792,18600,0.0,0.0
2002-09-30 00:00:00-04:00,2.599404039400421,2.613379716873169,2.599404039400421,2.613379716873169,9300,0.0,0.0
2002-10-01 00:00:00-04:00,2.6553056240081783,2.6553056240081783,2.6553056240081783,2.6553056240081787,6000,0.0,0.0
2002-10-02 00:00:00-04:00,2.655305609351168,2.655305609351168,2.5994040977149377,2.6469204425811768,26100,0.0,0.0
2002-10-03 00:00:00-04:00,2.669281005859375,2.669281005859375,2.669281005859375,2.669281005859375,300,0.0,0.0
2002-10-04 00:00:00-04:00,2.669281005859375,2.669281005859375,2.669281005859375,2.669281005859375,1500,0.0,0.0
2002-10-07 00:00:00-04:00,2.6273544681994854,2.6553056240081783,2.6273544681994854,2.6553056240081787,3000,0.0,0.0
2002-10-08 00:00:00-04:00,2.599404432840682,2.599404432840682,2.585428953170776,2.5854289531707764,9600,0.0,0.0
2002-10-09 00:00:00-04:00,2.5854284680629007,2.5994039451105664,2.515552282333374,2.515552282333374,57300,0.0,0.0
2002-10-10 00:00:00-04:00,2.515552282333374,2.515552282333374,2.515552282333374,2.515552282333374,9000,0.0,0.0
2002-10-11 00:00:00-04:00,2.5435026366743045,2.5435026366743045,2.5015768052857084,2.515552282333374,59700,0.0,0.0
2002-10-14 00:00:00-04:00,2.501576680349069,2.5155521566987553,2.4876018037537535,2.5127573013305664,40500,0.0,0.0
2002-10-15 00:00:00-04:00,2.459651647750309,2.459651647750309,2.361825272845958,2.4177258014678955,70800,0.0,0.0
2002-10-16 00:00:00-04:00,2.3618241845873875,2.3757988604877953,2.305922682132182,2.3338730335235596,44100,0.0,0.0
2002-10-17 00:00:00-04:00,2.3198982226222555,2.3198982226222555,2.236046566347382,2.305922746658325,29700,0.0,0.0
2002-10-18 00:00:00-04:00,2.305922746658325,2.305922746658325,2.305922746658325,2.305922746658325,37200,0.0,0.0
2002-10-21 00:00:00-04:00,2.3059232113761396,2.3059232113761396,2.2080958595038545,2.2500216960906982,12600,0.0,0.0
2002-10-22 00:00:00-04:00,2.2360472679138184,2.263997628856833,2.2360472679138184,2.2360472679138184,32700,0.0,0.0
2002-10-23 00:00:00-04:00,2.180145025253296,2.180145025253296,2.1521948734732157,2.180145025253296,6300,0.0,0.0
2002-10-24 00:00:00-04:00,2.1521954480069394,2.1521954480069394,2.0124422527817125,2.0264177322387695,22500,0.0,0.0
2002-10-25 00:00:00-04:00,1.9565405978885901,2.012442111968994,1.7748623764315865,2.012442111968994,131100,0.0,0.0
2002-10-28 00:00:00-05:00,2.0962938967832696,2.0962938967832696,1.9565407037734985,1.9565407037734985,9600,0.0,0.0
2002-10-29 00:00:00-05:00,2.096293691978909,2.1661698818206787,2.040392180334686,2.1661698818206787,23100,0.0,0.0
2002-10-30 00:00:00-05:00,2.0403920834744373,2.138219424330609,2.0264174059402875,2.110269069671631,34200,0.0,0.0
2002-10-31 00:00:00-05:00,2.1102696456789545,2.1102696456789545,2.082318683636231,2.0962941646575928,27000,0.0,0.0
2002-11-01 00:00:00-05:00,2.054368321348079,2.0962941646575928,2.054368321348079,2.0962941646575928,27600,0.0,0.0
2002-11-04 00:00:00-05:00,2.1521956889066587,2.1521956889066587,2.0962941646575928,2.0962941646575928,13200,0.0,0.0
2002-11-05 00:00:00-05:00,2.0962941646575928,2.0962941646575928,2.0962941646575928,2.0962941646575928,1500,0.0,0.0
2002-11-06 00:00:00-05:00,2.124244451522827,2.124244451522827,2.124244451522827,2.124244451522827,900,0.0,0.0
2002-11-07 00:00:00-05:00,2.1521956889066587,2.1521956889066587,2.0962941646575928,2.0962941646575928,8100,0.0,0.0
2002-11-08 00:00:00-05:00,2.0962941646575928,2.0962941646575928,2.0962941646575928,2.0962941646575928,0,0.0,0.0
2002-11-11 00:00:00-05:00,2.152195275047048,2.2080957889556885,2.1438101079975835,2.2080957889556885,33600,0.0,0.0
2002-11-12 00:00:00-05:00,2.2080957889556885,2.2080957889556885,2.2080957889556885,2.2080957889556885,15900,0.0,0.0
2002-11-13 00:00:00-05:00,2.208095367828471,2.3422582149505615,2.208095367828471,2.3422582149505615,114900,0.0,0.0
2002-11-14 00:00:00-05:00,2.342259233424711,2.3618252277374268,2.342259233424711,2.3618252277374268,16200,0.0,0.0
2002-11-15 00:00:00-05:00,2.3757992481641534,2.3757992481641534,2.347848892211914,2.347848892211914,10200,0.0,0.0
2002-11-18 00:00:00-05:00,2.3618242642865894,2.3757989406585693,2.353439098610787,2.3757989406585693,37200,0.0,0.0
2002-11-19 00:00:00-05:00,2.3478494318212335,2.3478494318212335,2.305923588379785,2.311513900756836,12600,0.0,0.0
2002-11-20 00:00:00-05:00,2.347848892211914,2.347848892211914,2.347848892211914,2.347848892211914,1500,0.0,0.0
2002-11-21 00:00:00-05:00,2.347848892211914,2.347848892211914,2.294743035976328,2.347848892211914,49800,0.0,0.0
2002-11-22 00:00:00-05:00,2.303128202737444,2.347848892211914,2.303128202737444,2.347848892211914,3600,0.0,0.0
2002-11-25 00:00:00-05:00,2.347848892211914,2.347848892211914,2.347848892211914,2.347848892211914,38400,0.0,0.0
2002-11-26 00:00:00-05:00,2.347848678347272,2.613379534683258,2.347848678347272,2.5994038581848145,822000,0.0,0.0
2002-11-27 00:00:00-05:00,2.5994036756407177,2.795057535171509,2.5994036756407177,2.795057535171509,374400,0.0,0.0
2002-11-29 00:00:00-05:00,2.795057535171509,3.0745638484593756,2.795057535171509,2.795057535171509,35100,0.0,0.0
2002-12-02 00:00:00-05:00,2.7950583187660354,2.8509598369973337,2.7950583187660354,2.836984157562256,50100,0.0,0.0
2002-12-03 00:00:00-05:00,2.836984157562256,2.836984157562256,2.836984157562256,2.836984157562256,0,0.0,0.0
2002-12-04 00:00:00-05:00,2.8090333938598637,2.864934904042891,2.8090333938598637,2.8090333938598633,7200,0.0,0.0
2002-12-05 00:00:00-05:00,2.809033187871364,2.9348108768463135,2.809033187871364,2.9348108768463135,10500,0.0,0.0
2002-12-06 00:00:00-05:00,2.90686054436397,3.0046870811582185,2.90686054436397,2.9907124042510986,380700,0.0,0.0
2002-12-09 00:00:00-05:00,2.9348114510465937,3.004687647609198,2.9208359718322754,2.9208359718322754,76500,0.0,0.0
2002-12-10 00:00:00-05:00,2.9767373585082426,3.0046877178356497,2.9376063756462667,2.962761878967285,6000,0.0,0.0
2002-12-11 00:00:00-05:00,2.9376063756462667,2.9767373585082426,2.9376063756462667,2.962761878967285,12300,0.0,0.0
2002-12-12 00:00:00-05:00,2.9767372694627365,3.1304653407148164,2.9767372694627365,3.1025149822235107,23400,0.0,0.0
2002-12-13 00:00:00-05:00,3.060589690579489,3.0885398541385842,3.0186636455680502,3.0745651721954346,15600,0.0,0.0
2002-12-16 00:00:00-05:00,3.1304646753187764,3.1304646753187764,3.088538646697998,3.088538646697998,24900,0.0,0.0
2002-12-17 00:00:00-05:00,3.0885387827489548,3.1304648132165855,3.077358961105347,3.0773589611053467,13500,0.0,0.0
2002-12-18 00:00:00-05:00,3.0773588255468645,3.1304646753187764,3.0745639702181413,3.088538646697998,18600,0.0,0.0
2002-12-19 00:00:00-05:00,3.088538646697998,3.088538646697998,2.934810808039708,3.088538646697998,86100,0.0,0.0
2002-12-20 00:00:00-05:00,2.9348108768463135,2.9348108768463135,2.9348108768463135,2.9348108768463135,4500,0.0,0.0
2002-12-23 00:00:00-05:00,2.976737564600994,3.1025152898324064,2.976737564600994,3.0186634063720703,13500,0.0,0.0
2002-12-24 00:00:00-05:00,3.0186634063720703,3.0186634063720703,3.0186634063720703,3.0186634063720703,0,0.0,0.0
2002-12-26 00:00:00-05:00,2.9487863533263083,2.9487863533263083,2.9348108768463135,2.9348108768463135,63000,0.0,0.0
2002-12-27 00:00:00-05:00,2.9348108768463135,2.9348108768463135,2.9348108768463135,2.9348108768463135,0,0.0,0.0
2002-12-30 00:00:00-05:00,3.0186634022251377,3.0186634022251377,2.940402030944824,2.940402030944824,14400,0.0,0.0
2002-12-31 00:00:00-05:00,3.0186623459000668,3.0186623459000668,2.795057535171509,2.795057535171509,97800,0.0,0.0
2003-01-02 00:00:00-05:00,2.7978542869536147,2.9208363613229795,2.7978542869536147,2.8649356365203857,9600,0.0,0.0
2003-01-03 00:00:00-05:00,2.8677304928341436,2.8677304928341436,2.8649356365203857,2.8649356365203857,1800,0.0,0.0
2003-01-06 00:00:00-05:00,2.9208359461552087,2.9208359461552087,2.9068610668182373,2.9068610668182373,8100,0.0,0.0
2003-01-07 00:00:00-05:00,2.8789100646972656,2.8872952326555543,2.8789100646972656,2.8789100646972656,6000,0.0,0.0
2003-01-08 00:00:00-05:00,2.8789099366131303,2.8789099366131303,2.811828595931302,2.8509597778320312,25200,0.0,0.0
2003-01-09 00:00:00-05:00,2.8369838385245365,2.8789096726059173,2.5714539558454166,2.6553056240081787,399300,0.0,0.0
2003-01-10 00:00:00-05:00,2.585428953170776,2.7251821505244638,2.5435031139155724,2.5854289531707764,15300,0.0,0.0
2003-01-13 00:00:00-05:00,2.585428899219507,2.797853946685791,2.5574785402174616,2.797853946685791,12900,0.0,0.0
2003-01-14 00:00:00-05:00,2.5854292063596462,2.5854292063596462,2.5435033629986807,2.5714545249938965,26700,0.0,0.0
2003-01-15 00:00:00-05:00,2.72518195958747,2.7391574382781982,2.627354608343156,2.7391574382781982,72300,0.0,0.0
2003-01-16 00:00:00-05:00,2.7531321741833272,2.7531321741833272,2.6553056276939406,2.725181818008423,16500,0.0,0.0
2003-01-17 00:00:00-05:00,2.6553056240081783,2.6553056240081783,2.6553056240081783,2.6553056240081787,4200,0.0,0.0
2003-01-21 00:00:00-05:00,2.6553056240081783,2.725181814225667,2.6273544681994854,2.6553056240081787,61200,0.0,0.0
2003-01-22 00:00:00-05:00,2.613379716873169,2.6161743725641804,2.613379716873169,2.613379716873169,51000,0.0,0.0
2003-01-23 00:00:00-05:00,2.6133801124287586,2.6133801124287586,2.585428953170776,2.5854289531707764,26100,0.0,0.0
2003-01-24 00:00:00-05:00,2.5854292063596462,2.596610031010476,2.5714545249938965,2.5714545249938965,43500,0.0,0.0
2003-01-27 00:00:00-05:00,2.571454090669981,2.596609592437744,2.571454090669981,2.596609592437744,14700,0.0,0.0
2003-01-28 00:00:00-05:00,2.5742491813815795,2.5742491813815795,2.5714545249938965,2.5714545249938965,18900,0.0,0.0
2003-01-29 00:00:00-05:00,2.5714542455774723,2.5714542455774723,2.5435030866194532,2.5462987422943115,111300,0.0,0.0
2003-01-30 00:00:00-05:00,2.5462984629853844,2.5462984629853844,2.5435028076171875,2.5435028076171875,64500,0.0,0.0
2003-01-31 00:00:00-05:00,2.5435028076171875,2.5854286418235213,2.5435028076171875,2.5435028076171875,75000,0.0,0.0
2003-02-03 00:00:00-05:00,2.5435028076171875,2.5854286418235213,2.5435028076171875,2.5435028076171875,17400,0.0,0.0
2003-02-04 00:00:00-05:00,2.5435033629986807,2.5714545249938965,2.5435033629986807,2.5714545249938965,9600,0.0,0.0
2003-02-05 00:00:00-05:00,2.5435028076171875,2.5435028076171875,2.5435028076171875,2.5435028076171875,13200,0.0,0.0
2003-02-06 00:00:00-05:00,2.543502833979734,2.543502833979734,2.5379133224487305,2.5379133224487305,60300,0.0,0.0
2003-02-07 00:00:00-05:00,2.543502850945868,2.5686583518981934,2.543502850945868,2.5686583518981934,5400,0.0,0.0
2003-02-10 00:00:00-05:00,2.5714537906877695,2.5714537906877695,2.515552282333374,2.515552282333374,45900,0.0,0.0
2003-02-11 00:00:00-05:00,2.515552794217131,2.515552794217131,2.2639975547790527,2.2639975547790527,67800,0.0,0.0
2003-02-12 00:00:00-05:00,2.2779727807890153,2.3310786388508054,2.2080957889556885,2.2080957889556885,21900,0.0,0.0
2003-02-13 00:00:00-05:00,2.1521955853302313,2.2360472679138184,2.1521955853302313,2.2360472679138184,11400,0.0,0.0
2003-02-14 00:00:00-05:00,2.2360472679138184,2.2360472679138184,2.2360472679138184,2.2360472679138184,6600,0.0,0.0
2003-02-18 00:00:00-05:00,2.2360472679138184,2.2360472679138184,2.2360472679138184,2.2360472679138184,7200,0.0,0.0
2003-02-19 00:00:00-05:00,2.236047194750571,2.2639975547790527,2.222071714859069,2.2639975547790527,15300,0.0,0.0
2003-02-20 00:00:00-05:00,2.3059230775320994,2.3059230775320994,2.208095731338064,2.222071409225464,7500,0.0,0.0
2003-02-21 00:00:00-05:00,2.208095731338064,2.222071409225464,2.208095731338064,2.222071409225464,2700,0.0,0.0
2003-02-24 00:00:00-05:00,2.2360472679138184,2.2360472679138184,2.20809610729808,2.2360472679138184,3900,0.0,0.0
2003-02-25 00:00:00-05:00,2.1661698818206787,2.1661698818206787,2.1661698818206787,2.1661698818206787,600,0.0,0.0
2003-02-26 00:00:00-05:00,2.171760082244873,2.171760082244873,2.171760082244873,2.171760082244873,1800,0.0,0.0
2003-02-27 00:00:00-05:00,2.1717602649928276,2.222071467207767,2.1717602649928276,2.2080957889556885,21000,0.0,0.0
2003-02-28 00:00:00-05:00,2.1717601929196175,2.202506204250271,2.1661698818206787,2.1661698818206787,6900,0.0,0.0
2003-03-03 00:00:00-05:00,2.1661698818206787,2.1801453596908074,2.1661698818206787,2.1661698818206787,19500,0.0,0.0
2003-03-04 00:00:00-05:00,2.208095376951491,2.208095376951491,2.180145025253296,2.180145025253296,17400,0.0,0.0
2003-03-05 00:00:00-05:00,2.180145025253296,2.180145025253296,2.180145025253296,2.180145025253296,0,0.0,0.0
2003-03-06 00:00:00-05:00,2.168965609145977,2.2080957889556885,2.166169953708366,2.2080957889556885,6300,0.0,0.0
2003-03-07 00:00:00-05:00,2.1410148400963753,2.157785177230835,2.1410148400963753,2.157785177230835,1200,0.0,0.0
2003-03-10 00:00:00-05:00,2.1410148400963753,2.157785177230835,2.1410148400963753,2.157785177230835,3900,0.0,0.0
2003-03-11 00:00:00-05:00,1.8866646940120342,1.9593365534979705,1.8866646940120342,1.9285905361175537,64200,0.0,0.0
2003-03-12 00:00:00-05:00,1.9565408976030485,1.9565408976030485,1.9146150554975292,1.9285905361175537,46500,0.0,0.0
2003-03-13 00:00:00-05:00,1.9565407037734985,1.9565407037734985,1.9565407037734985,1.9565407037734985,12000,0.0,0.0
2003-03-14 00:00:00-05:00,1.9565407037734985,1.9565407037734985,1.9565407037734985,1.9565407037734985,900,0.0,0.0
2003-03-17 00:00:00-05:00,1.9565407037734985,1.9565407037734985,1.9565407037734985,1.9565407037734985,18000,0.0,0.0
2003-03-18 00:00:00-05:00,1.9565405978885901,2.012442111968994,1.9425659190820284,2.012442111968994,24300,0.0,0.0
2003-03-19 00:00:00-05:00,2.0124422253362595,2.0124422253362595,1.9565407081067454,2.0096473693847656,19200,0.0,0.0
2003-03-20 00:00:00-05:00,1.9565404213798938,1.9984662532806396,1.9565404213798938,1.9984662532806396,6600,0.0,0.0
2003-03-21 00:00:00-05:00,1.9285903450569752,1.9705161830090077,1.9285903450569752,1.9565407037734985,29700,0.0,0.0
2003-03-24 00:00:00-05:00,1.942566752433777,1.942566752433777,1.942566752433777,1.9425667524337769,900,0.0,0.0
2003-03-25 00:00:00-05:00,1.9844918621626817,1.998466541725531,1.9565407037734985,1.9565407037734985,5100,0.0,0.0
2003-03-26 00:00:00-05:00,1.9565407037734985,1.9565407037734985,1.9425660242106493,1.9565407037734985,9000,0.0,0.0
2003-03-27 00:00:00-05:00,1.9565407037734985,1.9565407037734985,1.9565407037734985,1.9565407037734985,4500,0.0,0.0
2003-03-28 00:00:00-05:00,1.942566752433777,1.942566752433777,1.942566752433777,1.9425667524337769,300,0.0,0.0
2003-03-31 00:00:00-05:00,1.942566752433777,1.9565414372354109,1.942566752433777,1.9425667524337769,24600,0.0,0.0
2003-04-01 00:00:00-05:00,1.9565407037734985,1.9565407037734985,1.9425660242106493,1.9565407037734985,2700,0.0,0.0
2003-04-02 00:00:00-05:00,1.9565407037734985,1.9565407037734985,1.9565407037734985,1.9565407037734985,0,0.0,0.0
2003-04-03 00:00:00-05:00,1.94256628484122,1.94256628484122,1.8167885541915896,1.8167885541915894,5100,0.0,0.0
2003-04-04 00:00:00-05:00,1.8195828815282766,1.8195828815282766,1.677034854888916,1.677034854888916,206100,0.0,0.0
2003-04-07 00:00:00-04:00,1.6854198616685578,1.7469108753012228,1.6854198616685578,1.7189605236053467,29400,0.0,0.0
2003-04-08 00:00:00-04:00,1.7189608234221636,1.7329365015029907,1.7189608234221636,1.7329365015029907,14100,0.0,0.0
2003-04-09 00:00:00-04:00,1.7245514720431727,1.7245514720431727,1.486970823313812,1.5009464025497437,315900,0.0,0.0
2003-04-10 00:00:00-04:00,1.5372822284698484,1.5652333923873822,1.526102302681987,1.5372822284698486,61800,0.0,0.0
2003-04-11 00:00:00-04:00,1.509331770517918,1.509331770517918,1.4869710206985471,1.4869710206985474,36000,0.0,0.0
2003-04-14 00:00:00-04:00,1.509331770517918,1.509331770517918,1.467405926876513,1.4869710206985474,125400,0.0,0.0
2003-04-15 00:00:00-04:00,1.4813810304107715,1.4813810304107715,1.4394552002851104,1.4757906198501587,205800,0.0,0.0
2003-04-16 00:00:00-04:00,1.4674054384231567,1.4674054384231567,1.4478403511137279,1.4674054384231567,62400,0.0,0.0
2003-04-17 00:00:00-04:00,1.4674054384231567,1.4674054384231567,1.4562255170508493,1.4674054384231567,49500,0.0,0.0
2003-04-21 00:00:00-04:00,1.4674054384231567,1.4674054384231567,1.453429861984099,1.4674054384231567,830700,0.0,0.0
2003-04-22 00:00:00-04:00,1.4674057180096705,1.4813812971115112,1.4534301389078297,1.4813812971115112,273000,0.0,0.0
2003-04-23 00:00:00-04:00,1.4674054384231567,1.4674054384231567,1.459020272486035,1.4674054384231567,84600,0.0,0.0
2003-04-24 00:00:00-04:00,1.4674054384231567,1.4674054384231567,1.459020272486035,1.4674054384231567,123300,0.0,0.0
2003-04-25 00:00:00-04:00,1.4674056812751963,1.6490848064422605,1.4674056812751963,1.6490848064422607,133200,0.0,0.0
2003-04-28 00:00:00-04:00,1.5931833063994532,1.6434944107905307,1.5931833063994532,1.598773717880249,99900,0.0,0.0
2003-04-29 00:00:00-04:00,1.579207535196901,1.732936385246162,1.551257280460157,1.688214898109436,221700,0.0,0.0
2003-04-30 00:00:00-04:00,1.6770351127004675,1.760886788368225,1.6770351127004675,1.760886788368225,258600,0.0,0.0
2003-05-01 00:00:00-04:00,1.8028126928074821,1.8028126928074821,1.7329365015029907,1.7329365015029907,80700,0.0,0.0
2003-05-02 00:00:00-04:00,1.7469110670923784,1.8139923983307307,1.7469110670923784,1.8028125762939453,120000,0.0,0.0
2003-05-05 00:00:00-04:00,1.813992711401939,1.813992711401939,1.77486252784729,1.77486252784729,9000,0.0,0.0
2003-05-06 00:00:00-04:00,1.7888370752334595,1.7888370752334595,1.7888370752334595,1.7888370752334595,30600,0.0,0.0
2003-05-07 00:00:00-04:00,1.7888370752334595,1.7888370752334595,1.7888370752334595,1.7888370752334595,2700,0.0,0.0
2003-05-08 00:00:00-04:00,1.7608868673214078,1.7888372272123778,1.7608868673214078,1.78604257106781,47700,0.0,0.0
2003-05-09 00:00:00-04:00,1.7497067040827035,1.7608865260029924,1.7469110488891602,1.7469110488891602,17700,0.0,0.0
2003-05-12 00:00:00-04:00,1.7860427456568169,1.7860427456568169,1.7608870394513974,1.7692722082138062,108900,0.0,0.0
2003-05-13 00:00:00-04:00,1.7804519794392042,1.7804519794392042,1.760886788368225,1.760886788368225,30600,0.0,0.0
2003-05-14 00:00:00-04:00,1.7608868482576754,1.7804520399940855,1.7608868482576754,1.77486252784729,151800,0.0,0.0
2003-05-15 00:00:00-04:00,1.7608868482576754,1.7916328635512166,1.7608868482576754,1.77486252784729,47100,0.0,0.0
2003-05-16 00:00:00-04:00,1.760886788368225,1.78883714700598,1.760886788368225,1.760886788368225,31500,0.0,0.0
2003-05-19 00:00:00-04:00,1.77486252784729,1.77486252784729,1.77486252784729,1.77486252784729,300,0.0,0.0
